ZdAId;ZdAVersion;ZdACreated;ZdAChanged;ZdAName;ZdAXEpsg2154;ZdAYEpsg2154;ZdCId;ZdAType;ZdAPostalRegion;ZdATown,
58799;58799-1375672;2014-12-29T16:31:51+01:00;2023-08-18T15:16:34+02:00;Artisans;683493;6864614;68497;onstreetBus;77111;Chessy,
54002;54002-65201;2014-12-29T16:31:51+01:00;2023-08-18T11:55:13+02:00;Porte du May;621108;6873545;65201;onstreetBus;78206;Ecquevilly,
419346;720498-1320471;2015-08-05T23:22:22+02:00;2023-08-14T21:35:27+02:00;Vallée des Entrepreneurs;624853;6859065;482602;onstreetBus;78165;Les Clayes-sous-Bois,
43815;43815-65577;2014-12-29T16:31:51+01:00;2023-08-14T14:02:15+02:00;Lieutenant Lecomte;627518;6875695;65577;onstreetBus;78624;Triel-sur-Seine,
45059;45059-64369;2014-12-29T16:31:51+01:00;2023-08-14T13:05:27+02:00;Voisins;634937;6863290;64369;onstreetBus;78350;Louveciennes,
47789;1332063-1088044;2014-12-29T01:00:00+01:00;2023-08-14T13:05:27+02:00;3 Forêts;636075;6862158;473151;onstreetBus;78092;Bougival,
57223;57223-64284;2014-12-29T16:31:51+01:00;2023-08-14T13:05:27+02:00;Avenue Hogg;637338;6861602;64284;onstreetBus;78126;La Celle-Saint-Cloud,
44695;44695-64337;2014-12-29T16:31:51+01:00;2023-08-14T13:05:27+02:00;Rousseau;637754;6862722;64337;onstreetBus;78126;La Celle-Saint-Cloud,
43439;43439-64577;2014-12-29T16:31:51+01:00;2023-08-14T13:05:27+02:00;Jean Jaurès;634869;6866800;64577;onstreetBus;78481;Le Pecq,
43476;43476-1091932;2014-12-29T16:31:51+01:00;2023-08-14T13:05:27+02:00;Joffre;640245;6860291;473293;onstreetBus;92033;Garches,
44866;44866-64293;2014-12-29T16:31:51+01:00;2023-08-14T13:05:27+02:00;Saint François;637368;6861832;64293;onstreetBus;78126;La Celle-Saint-Cloud,
473897;1106490-1098279;2019-03-26T01:00:00+01:00;2023-08-14T13:05:27+02:00;Gare de Louveciennes;635630;6862699;64341;onstreetBus;78350;Louveciennes,
54658;54658-64349;2014-12-29T16:31:51+01:00;2023-08-14T13:05:27+02:00;Chemin des Vignes;637852;6862926;64349;onstreetBus;78092;Bougival,
54665;54665-64245;2014-12-29T16:31:51+01:00;2023-08-14T13:05:27+02:00;Orangerie;635998;6860587;64245;onstreetBus;78126;La Celle-Saint-Cloud,
53787;53787-64271;2014-12-29T16:31:51+01:00;2023-08-14T13:05:27+02:00;Grande Terre;636323;6861307;64271;onstreetBus;78126;La Celle-Saint-Cloud,
46994;1396594-73734;2014-12-29T16:31:51+01:00;2023-08-14T11:42:54+02:00;Aérostation Maritime;630617;6857000;73734;onstreetBus;78545;Saint-Cyr-l'École,
42880;42880-1398560;2014-12-29T16:31:51+01:00;2023-08-14T11:42:37+02:00;Ecole Bizet;631754;6855314;73932;onstreetBus;78545;Saint-Cyr-l'École,
49913;49913-61438;2014-12-29T16:31:51+01:00;2023-08-14T09:54:28+02:00;Mairie;718814;6809296;61438;onstreetBus;77310;Montigny-le-Guesdier,
49914;49914-61469;2014-12-29T16:31:51+01:00;2023-08-14T09:53:43+02:00;Cimetière;718716;6809715;61469;onstreetBus;77310;Montigny-le-Guesdier,
49917;49917-61503;2014-12-29T16:31:51+01:00;2023-08-14T09:51:36+02:00;Eglise;708916;6810932;61503;onstreetBus;77212;Gravon,
49921;49921-61582;2014-12-29T16:31:51+01:00;2023-08-14T09:47:19+02:00;Saint Fiacre;716789;6812724;61582;onstreetBus;77321;Mousseaux-lès-Bray,
49922;49922-61562;2014-12-29T16:31:51+01:00;2023-08-14T09:46:06+02:00;Ecole;716905;6812290;61562;onstreetBus;77321;Mousseaux-lès-Bray,
49924;49924-61566;2014-12-29T16:31:51+01:00;2023-08-14T09:42:15+02:00;Collège Jean Rostand;717929;6812357;61566;onstreetBus;77051;Bray-sur-Seine,
49932;49932-841911;2014-12-29T16:31:51+01:00;2023-08-14T09:20:20+02:00;Vieux Pont;717652;6813334;61605;onstreetBus;77325;Mouy-sur-Seine,
49933;49933-61628;2014-12-29T16:31:51+01:00;2023-08-14T09:18:46+02:00;Grand Peugny;719165;6814284;61628;onstreetBus;77325;Mouy-sur-Seine,
49934;49934-61639;2014-12-29T16:31:51+01:00;2023-08-14T09:07:40+02:00;Petit Peugny;718571;6814767;61639;onstreetBus;77325;Mouy-sur-Seine,
49937;49937-61649;2014-12-29T16:31:51+01:00;2023-08-14T09:04:12+02:00;Saint Sauveur;715376;6815292;61649;onstreetBus;77434;Saint-Sauveur-lès-Bray,
49941;49941-61711;2014-12-29T16:31:51+01:00;2023-08-14T08:58:59+02:00;Boulangerie;718560;6818447;61711;onstreetBus;77174;Everly,
49942;49942-61718;2014-12-29T16:31:51+01:00;2023-08-14T08:57:37+02:00;Le Verger;718696;6818677;61718;onstreetBus;77174;Everly,
42631;42631-61445;2014-12-29T16:31:51+01:00;2023-08-14T08:34:50+02:00;Cimetière;703033;6809558;61445;onstreetBus;77279;Marolles-sur-Seine,
49950;49950-61408;2014-12-29T16:31:51+01:00;2023-08-14T08:26:34+02:00;Lycée Flora Tristan;695945;6808607;61408;onstreetBus;77305;Montereau-Fault-Yonne,
44862;44862-61418;2014-12-29T16:31:51+01:00;2023-08-14T08:15:11+02:00;Saint Donain;701305;6808927;61418;onstreetBus;77279;Marolles-sur-Seine,
54080;54080-65821;2014-12-29T16:31:51+01:00;2023-08-11T17:10:09+02:00;Levassor;618677;6876115;65821;onstreetBus;78440;Les Mureaux,
59028;1295105-1295106;2014-12-29T01:00:00+01:00;2023-08-11T16:01:55+02:00;Porche République;621147;6876839;482069;onstreetBus;78440;Les Mureaux,
463888;1327334-655432;2019-02-21T01:00:00+01:00;2023-08-10T15:02:05+02:00;Croix de Chavaux - Métro;658619;6862174;71756;onstreetBus;93048;Montreuil,
486817;1462004-70009;2023-03-03T10:16:38+01:00;2023-08-10T09:51:45+02:00;Parc des Sports;645029;6853557;70009;onstreetTram;92060;Le Plessis-Robinson,
46872;1491276-1491277;2014-12-29T16:31:51+01:00;2023-08-09T19:03:09+02:00;Les Glaises / Rue des Entrées;633251;6864417;64423;onstreetBus;78372;Marly-le-Roi,
44313;1491268-1331967;2014-12-29T01:00:00+01:00;2023-08-09T18:50:58+02:00;Pereire Levallois / Villiers;648566;6865225;71453;onstreetBus;75117;Paris 17e,
56090;56090-61291;2014-12-29T16:31:51+01:00;2023-08-08T12:28:58+02:00;Mairie;692810;6801670;61291;onstreetBus;77161;Dormelles,
49506;49506-62467;2014-12-29T16:31:51+01:00;2023-08-07T16:25:14+02:00;Pont;687486;6838178;62467;onstreetBus;77493;Verneuil-l'Étang,
473496;1452958-1097812;2019-03-15T01:00:00+01:00;2023-07-31T17:28:32+02:00;Les Grésillons RER;649733;6869065;72225;onstreetBus;92004;Asnières-sur-Seine,
52672;52672-1443212;2014-12-29T16:31:51+01:00;2023-07-28T20:01:25+02:00;Manoeuvre;696917;6885383;69364;onstreetBus;77526;Vincy-Manœuvre,
49567;1490131-1490132;2014-12-29T16:31:51+01:00;2023-07-27T12:11:20+02:00;ZAE J.P. Timbaud;659689;6880282;66500;onstreetBus;95280;Goussainville,
53714;1490117-1490118;2014-12-29T16:31:51+01:00;2023-07-27T12:05:00+02:00;Saint-Victor;683086;6839935;62526;onstreetBus;77352;Ozouer-le-Voulgis,
46847;1490098-1183909;2014-12-29T01:00:00+01:00;2023-07-27T11:55:05+02:00;Gare de Villiers Neauphle Pontchartrain;617578;6857836;424296;railStation;78683;Villiers-Saint-Frédéric,
477681;1147062-1368249;2019-08-07T02:00:00+02:00;2023-07-27T11:19:54+02:00;Gare du Vésinet Centre;636547;6865889;64514;onstreetBus;78650;Le Vésinet,
53044;1490008-1490009;2014-12-29T16:31:51+01:00;2023-07-26T19:37:39+02:00;Centre Commercial;667251;6854838;72994;onstreetBus;94055;Ormesson-sur-Marne,
48882;1490006-1490007;2014-12-29T16:31:51+01:00;2023-07-26T19:36:09+02:00;Carrefour L. Mourier;641145;6875495;65557;onstreetBus;95176;Cormeilles-en-Parisis,
57461;57461-68789;2014-12-29T16:31:51+01:00;2023-07-26T18:33:06+02:00;Marguerites;673314;6870939;68789;onstreetBus;77514;Villeparisis,
57462;1086033-1086032;2014-12-29T01:00:00+01:00;2023-07-26T18:30:03+02:00;Chrysanthèmes;673331;6870637;68780;onstreetBus;77514;Villeparisis,
48078;1352674-1352673;2014-12-29T01:00:00+01:00;2023-07-26T16:18:47+02:00;Lycée Brassens;657867;6847941;69564;onstreetBus;94077;Villeneuve-le-Roi,
473319;1095974-1096013;2019-03-13T01:00:00+01:00;2023-07-21T09:27:26+02:00;Gare de Lagny-Thorigny;678395;6864691;68494;onstreetBus;77464;Thorigny-sur-Marne,
49625;49625-69436;2014-12-29T16:31:51+01:00;2023-07-20T15:40:51+02:00;Allée de la Source;664345;6888515;69436;onstreetBus;95250;Fosses,
49810;49810-69350;2014-12-29T16:31:51+01:00;2023-07-20T14:23:58+02:00;ZA Noëfort;683650;6885096;69350;onstreetBus;77430;Saint-Pathus,
477635;1146164-1146166;2019-07-30T23:10:15+02:00;2023-07-20T14:23:58+02:00;Zone Commerciale;676826;6882080;477636;onstreetBus;77420;Saint-Mard,
482497;1311861-1311863;2021-08-03T12:34:33+02:00;2023-07-20T14:23:58+02:00;ZI de Vemars Nord;667958;6886378;482498;onstreetBus;95641;Vémars,
49473;1489650-1489651;2014-12-29T01:00:00+01:00;2023-07-19T18:34:51+02:00;Vieux Maisons - Mairie;725013;6847888;67595;onstreetBus;77421;Saint-Mars-Vieux-Maisons,
486595;1453173-1454349;2023-01-06T15:21:18+01:00;2023-07-19T18:29:31+02:00;Coulée Verte;647459;6851993;486693;onstreetBus;92019;Châtenay-Malabry,
49671;1489241-1489242;2014-12-29T16:31:51+01:00;2023-07-17T17:28:13+02:00;Gendarmerie - La Motte Picquet;660642;6882697;66755;onstreetBus;95280;Goussainville,
49626;49626-69432;2014-12-29T16:31:51+01:00;2023-07-17T17:28:13+02:00;Poteau de Marly;663682;6888354;69432;onstreetBus;95371;Marly-la-Ville,
49623;1327467-1327468;2014-12-29T01:00:00+01:00;2023-07-17T17:28:13+02:00;Eugène Potier;665039;6887576;69412;onstreetBus;95371;Marly-la-Ville,
422531;852494-852495;2016-06-02T02:00:00+02:00;2023-07-17T17:28:13+02:00;Hôpital de Gonesse;659846;6877229;422532;onstreetBus;95277;Gonesse,
42750;42750-69190;2014-12-29T16:31:51+01:00;2023-07-17T17:28:13+02:00;Convention;664606;6878764;69190;onstreetBus;95527;Roissy-en-France,
473731;1102353-71977;2019-03-19T01:00:00+01:00;2023-07-17T12:52:07+02:00;Riquet;654094;6865558;71977;onstreetBus;75119;Paris 19e,
42547;1489363-1489364;2014-12-29T01:00:00+01:00;2023-07-17T12:23:53+02:00;Charles de Gaulle / Massy Verrières;646349;6848550;63313;onstreetBus;91377;Massy,
42897;42897-72578;2014-12-29T16:31:51+01:00;2023-07-17T12:15:45+02:00;Edouard Vaillant - Jean Jaurès;656592;6868842;72578;onstreetBus;93027;La Courneuve,
488237;1489300-73800;2023-07-17T11:37:40+02:00;2023-07-17T11:38:19+02:00;Delphine Seyrig (extérieur);655873;6866082;73800;onstreetBus;93055;Pantin,
54419;1489032-1489033;2014-12-29T01:00:00+01:00;2023-07-10T15:42:26+02:00;Collège J. Bullant;653883;6881176;66592;onstreetBus;95205;Écouen,
50669;1489030-1489031;2014-12-29T01:00:00+01:00;2023-07-10T15:41:40+02:00;Colbert;643721;6868677;73752;onstreetBus;92025;Colombes,
488172;1488804-73802;2023-07-10T14:06:04+02:00;2023-07-10T14:10:11+02:00;Marie de Miribel (direction porte d'Asnières);656714;6862213;73802;onstreetBus;75120;Paris 20e,
488170;1488798-73802;2023-07-10T14:06:01+02:00;2023-07-10T14:10:11+02:00;Marie de Miribel (direction porte de Vincenne);656663;6862338;73802;onstreetBus;75120;Paris 20e,
463763;1478704-1478705;2019-02-18T01:00:00+01:00;2023-07-10T14:10:11+02:00;Rue / Place des Fêtes;655429;6864104;463764;onstreetBus;75120;Paris 20e,
473799;1103283-73669;2019-03-21T01:00:00+01:00;2023-07-10T14:10:11+02:00;Adrienne Bolland;656601;6863758;73669;onstreetBus;75120;Paris 20e,
473407;1095441-1182325;2019-03-13T01:00:00+01:00;2023-07-10T11:02:20+02:00;Mormant;691886;6834717;62337;onstreetBus;77317;Mormant,
55637;55637-61828;2014-12-29T16:31:51+01:00;2023-07-07T17:38:57+02:00;Vosves Ecole;670042;6823657;61828;onstreetBus;77152;Dammarie-les-Lys,
55636;55636-61855;2014-12-29T16:31:51+01:00;2023-07-07T17:38:57+02:00;Vilaubois;673621;6824151;61855;onstreetBus;77152;Dammarie-les-Lys,
47200;47200-67878;2014-12-29T16:31:51+01:00;2023-07-06T17:07:20+02:00;HLM;699048;6855724;67878;onstreetBus;77176;Faremoutiers,
479573;1225573-1225579;2020-07-21T02:00:00+02:00;2023-07-06T17:07:20+02:00;Collège Stéphane Hessel;688556;6864793;74206;onstreetBus;77413;Saint-Germain-sur-Morin,
44394;1226945-1283222;2014-12-29T01:00:00+01:00;2023-07-06T17:07:20+02:00;Trois Horloges;674713;6827831;62067;onstreetBus;77288;Melun,
42254;42254-73101;2014-12-29T16:31:51+01:00;2023-07-06T17:07:20+02:00;Avenue de Gaumont;666908;6858620;73101;onstreetBus;94079;Villiers-sur-Marne,
53403;53403-69248;2014-12-29T16:31:51+01:00;2023-07-06T17:07:20+02:00;Route de Beauval;700739;6881141;69248;onstreetBus;77257;Lizy-sur-Ourcq,
42769;42769-67528;2014-12-29T16:31:51+01:00;2023-07-06T17:07:20+02:00;Coubertin;690431;6845407;67528;onstreetBus;77192;Fontenay-Trésigny,
52397;1085496-1085498;2014-12-29T01:00:00+01:00;2023-07-06T17:07:20+02:00;Eglise / Collégien;675716;6859981;68117;onstreetBus;77121;Collégien,
52459;699978-699979;2014-12-29T01:00:00+01:00;2023-07-06T17:07:20+02:00;La Chapelle;694534;6862045;68281;onstreetBus;77142;Crécy-la-Chapelle,
52580;52580-69082;2014-12-29T16:31:51+01:00;2023-07-06T17:07:20+02:00;Jeu de Boules;715948;6875216;69082;onstreetBus;77331;Nanteuil-sur-Marne,
52606;52606-68978;2014-12-29T16:31:51+01:00;2023-07-06T17:07:20+02:00;Mairie;710513;6873212;68978;onstreetBus;77388;Reuil-en-Brie,
52735;52735-68824;2014-12-29T16:31:51+01:00;2023-07-06T17:07:20+02:00;Les Bellouettes;710556;6871128;68824;onstreetBus;77183;La Ferté-sous-Jouarre,
52708;1417524-1417523;2014-12-29T16:31:51+01:00;2023-07-06T17:07:20+02:00;Prés Macquais;705558;6871988;68885;onstreetBus;77440;Sammeron,
49289;49289-67968;2014-12-29T16:31:51+01:00;2023-07-06T17:07:20+02:00;Hautevue;706985;6857485;67968;onstreetBus;77131;Coulommiers,
49236;49236-67967;2014-12-29T16:31:51+01:00;2023-07-06T17:07:20+02:00;Sainte Marie;709794;6857390;67967;onstreetBus;77042;Boissy-le-Châtel,
49347;49347-68029;2014-12-29T16:31:51+01:00;2023-07-06T17:07:20+02:00;Pommeraie;696766;6858361;68029;onstreetBus;77219;Guérard,
49439;49439-67931;2014-12-29T16:31:51+01:00;2023-07-06T17:07:20+02:00;Tresmes;699393;6856936;67931;onstreetBus;77371;Pommeuse,
49415;1182329-1182330;2014-12-29T01:00:00+01:00;2023-07-06T17:07:20+02:00;Craboches;704137;6858102;68012;onstreetBus;77320;Mouroux,
49406;49406-67802;2014-12-29T16:31:51+01:00;2023-07-06T17:07:20+02:00;Boulangerie;693824;6854417;67802;onstreetBus;77318;Mortcerf,
49455;49455-67788;2014-12-29T16:31:51+01:00;2023-07-06T17:07:20+02:00;Mairie;702192;6853995;67788;onstreetBus;77400;Saint-Augustin,
49441;1410355-1410356;2014-12-29T01:00:00+01:00;2023-07-06T17:07:20+02:00;Avenue du Général de Gaulle;716792;6860811;68198;onstreetBus;77385;Rebais,
47535;47535-65872;2014-12-29T16:31:51+01:00;2023-07-06T12:50:23+02:00;Marché;645823;6876924;65872;onstreetBus;95219;Ermont,
46286;46286-69950;2014-12-29T16:31:51+01:00;2023-07-06T12:05:47+02:00;Créteil Pompadour;658499;6852499;69950;railStation;94028;Créteil,
42446;1488039-1488040;2014-12-29T01:00:00+01:00;2023-07-04T11:30:01+02:00;Carrefour du 19 Mars 1962 / Petit Chatenay;647275;6851622;69814;onstreetBus;92019;Châtenay-Malabry,
426373;855264-1233000;2017-05-23T02:00:00+02:00;2023-07-03T17:32:20+02:00;Calmette et Guérin;664391;6872522;73505;onstreetBus;93005;Aulnay-sous-Bois,
488041;1485180-1122465;2023-06-27T22:12:40+02:00;2023-07-03T16:54:51+02:00;96 Avenue de la Pyramide;664314;6876185;73578;onstreetBus;95527;Roissy-en-France,
423769;781116-69127;2016-08-01T23:26:07+02:00;2023-07-03T14:23:03+02:00;Route de Chambry;689813;6876480;69127;onstreetBus;77358;Penchard,
53740;53740-69014;2014-12-29T16:31:51+01:00;2023-06-30T23:12:05+02:00;Poste;677731;6874197;69014;onstreetBus;77292;Messy,
43438;849337-852477;2014-12-29T01:00:00+01:00;2023-06-30T22:17:51+02:00;Place Jean Jaurès;658966;6876262;65737;onstreetBus;95277;Gonesse,
46358;46358-66052;2014-12-29T16:31:51+01:00;2023-06-30T22:16:29+02:00;Place des Roses;658136;6877590;66052;onstreetBus;95277;Gonesse,
46738;843868-843943;2014-12-29T01:00:00+01:00;2023-06-30T22:14:44+02:00;Pierre Salvi;658502;6877011;65926;onstreetBus;95277;Gonesse,
44239;1217582-1217583;2014-12-29T01:00:00+01:00;2023-06-30T22:10:39+02:00;Parc de Louvres;663921;6883231;69297;onstreetBus;95351;Louvres,
419496;721872-724026;2015-08-11T23:21:06+02:00;2023-06-30T21:58:12+02:00;Mairie;666650;6888742;69440;onstreetBus;95604;Survilliers,
44049;843809-843787;2014-12-29T01:00:00+01:00;2023-06-30T21:53:38+02:00;Mairie Annexe - Collège Jean Moulin;657832;6875731;65654;onstreetBus;95019;Arnouville,
49681;49681-66526;2014-12-29T16:31:51+01:00;2023-06-30T21:29:01+02:00;ZI du Pied de Fer;660307;6880499;66526;onstreetBus;95280;Goussainville,
49717;752768-72790;2014-12-29T01:00:00+01:00;2023-06-30T21:28:45+02:00;Poste-Avenir / République;654749;6874253;72790;onstreetBus;93072;Stains,
44016;1182772-1323479;2014-12-29T01:00:00+01:00;2023-06-30T21:28:17+02:00;Mairie / Pelletier;654798;6872978;72777;onstreetBus;93072;Stains,
49702;49702-69424;2014-12-29T16:31:51+01:00;2023-06-30T21:27:51+02:00;Moulin;668423;6888049;69424;onstreetBus;95580;Saint-Witz,
52111;1352770-1352769;2014-12-29T01:00:00+01:00;2023-06-30T21:27:12+02:00;Lycée Paul Éluard;653492;6871501;72343;onstreetBus;93066;Saint-Denis,
46741;46741-842321;2014-12-29T16:31:51+01:00;2023-06-30T21:27:07+02:00;Londres;663274;6883844;426015;onstreetBus;95351;Louvres,
54798;843792-65753;2014-12-29T01:00:00+01:00;2023-06-30T21:21:04+02:00;Pierre Curie;657678;6876353;65753;onstreetBus;95019;Arnouville,
54837;1217654-1217693;2014-12-29T01:00:00+01:00;2023-06-30T20:52:16+02:00;Le Verger;664611;6877707;69152;onstreetBus;95527;Roissy-en-France,
413715;662471-662477;2015-03-09T01:00:00+01:00;2023-06-30T20:04:42+02:00;Les Mines;661453;6876237;65720;onstreetBus;95277;Gonesse,
417481;1253190-1253191;2015-05-22T02:00:00+02:00;2023-06-30T20:00:16+02:00;Les Chênes;679124;6884340;417482;onstreetBus;77392;Rouvres,
43650;43650-1373287;2014-12-29T16:31:51+01:00;2023-06-30T19:53:31+02:00;Le Moulin;661380;6879189;66431;onstreetBus;95280;Goussainville,
419494;724642-69344;2015-08-11T02:00:00+02:00;2023-06-30T19:42:43+02:00;La Sucrerie;665414;6884857;69344;onstreetBus;95675;Villeron,
54803;843813-843810;2014-12-29T01:00:00+01:00;2023-06-30T19:41:46+02:00;La Poste;657419;6876829;65854;onstreetBus;95019;Arnouville,
54824;1200057-1200058;2014-12-29T01:00:00+01:00;2023-06-30T19:35:09+02:00;La Madeleine / Collège Philippe Auguste;658792;6876505;65760;onstreetBus;95277;Gonesse,
49699;49699-723880;2014-12-29T16:31:51+01:00;2023-06-30T19:22:47+02:00;JPG;666854;6888037;69429;onstreetBus;95580;Saint-Witz,
43355;43355-66683;2014-12-29T16:31:51+01:00;2023-06-30T19:19:16+02:00;Henri Dunant;660799;6882042;66683;onstreetBus;95280;Goussainville,
49673;49673-66758;2014-12-29T16:31:51+01:00;2023-06-30T19:14:52+02:00;Georges Brassens;661062;6882701;66758;onstreetBus;95280;Goussainville,
54823;54823-65681;2014-12-29T16:31:51+01:00;2023-06-30T19:12:27+02:00;Gay Lussac;660783;6875997;65681;onstreetBus;95277;Gonesse,
49664;49664-801359;2014-12-29T16:31:51+01:00;2023-06-30T18:46:05+02:00;Ecole Jacques Prévert;659930;6881263;66600;onstreetBus;95280;Goussainville,
49716;49716-72786;2014-12-29T16:31:51+01:00;2023-06-30T18:29:27+02:00;Collège Pablo Neruda;655043;6873888;72786;onstreetBus;93072;Stains,
49714;49714-65748;2014-12-29T16:31:51+01:00;2023-06-30T18:04:31+02:00;Cimetière;651082;6876407;65748;onstreetBus;95428;Montmorency,
54816;54816-66192;2014-12-29T16:31:51+01:00;2023-06-30T17:56:50+02:00;Chemin d'Ecouen;658535;6877878;66192;onstreetBus;95277;Gonesse,
53727;53727-68794;2014-12-29T16:31:51+01:00;2023-06-30T17:16:28+02:00;Les Fortes Terres;677118;6871043;68794;onstreetBus;77118;Claye-Souilly,
54137;54137-68773;2014-12-29T16:31:51+01:00;2023-06-30T17:12:36+02:00;Le Parc;683527;6870362;68773;onstreetBus;77376;Précy-sur-Marne,
44121;1138408-1138409;2014-12-29T01:00:00+01:00;2023-06-30T17:11:25+02:00;Mauperthuis / Le Champ de Claye;676269;6870989;68793;onstreetBus;77118;Claye-Souilly,
47870;47870-69019;2014-12-29T16:31:51+01:00;2023-06-30T17:09:02+02:00;La Villette aux Aulnes;669127;6874355;69019;onstreetBus;77294;Mitry-Mory,
53734;53734-68923;2014-12-29T16:31:51+01:00;2023-06-30T17:08:33+02:00;La Rosée;675654;6872737;68923;onstreetBus;77118;Claye-Souilly,
49817;49817-69362;2014-12-29T16:31:51+01:00;2023-06-30T17:05:40+02:00;La Paix;687048;6885453;69362;onstreetBus;77344;Oissery,
423788;781203-781205;2016-08-01T23:27:06+02:00;2023-06-30T17:01:01+02:00;La Barogne;670521;6885052;423789;onstreetBus;77322;Moussy-le-Neuf,
49684;49684-66737;2014-12-29T16:31:51+01:00;2023-06-30T16:01:12+02:00;Cachin Blatreux;660739;6882556;66737;onstreetBus;95280;Goussainville,
48230;48230-60618;2014-12-29T16:31:51+01:00;2023-06-30T15:57:10+02:00;Rue de Paris;647666;6838367;60618;onstreetBus;91347;Longpont-sur-Orge,
55114;1383168-1383167;2014-12-29T01:00:00+01:00;2023-06-30T15:37:06+02:00;Collège La Guinette;666113;6846908;72835;onstreetBus;94075;Villecresnes,
54807;1206864-1206865;2014-12-29T01:00:00+01:00;2023-06-30T15:30:10+02:00;Berthelot;660048;6875744;65646;onstreetBus;95277;Gonesse,
54806;843858-843857;2014-12-29T01:00:00+01:00;2023-06-30T14:58:42+02:00;Ampère;660458;6875680;65634;onstreetBus;95277;Gonesse,
42606;42606-1486499;2014-12-29T16:31:51+01:00;2023-06-30T14:52:10+02:00;Chesneau;665022;6878627;488095;onstreetBus;95527;Roissy-en-France,
51372;1349863-1349864;2014-12-29T01:00:00+01:00;2023-06-30T11:36:11+02:00;Herse d'Or;677696;6884443;69201;onstreetBus;77153;Dammartin-en-Goële,
423747;780882-69228;2016-08-01T23:23:53+02:00;2023-06-30T11:24:28+02:00;Ferme de Stains;674203;6880153;69228;onstreetBus;77511;Villeneuve-sous-Dammartin,
58963;58963-1018320;2014-12-29T16:31:51+01:00;2023-06-30T11:21:16+02:00;Epinal;669817;6873711;68981;onstreetBus;77294;Mitry-Mory,
52337;52337-73541;2014-12-29T16:31:51+01:00;2023-06-30T11:12:00+02:00;Debussy;669192;6873609;73541;onstreetBus;93073;Tremblay-en-France,
423791;781212-69346;2016-08-01T23:27:11+02:00;2023-06-30T10:42:39+02:00;Centre;670949;6884937;69346;onstreetBus;77322;Moussy-le-Neuf,
49838;49838-69290;2014-12-29T16:31:51+01:00;2023-06-30T10:41:11+02:00;Centre;689084;6882640;69290;onstreetBus;77205;Gesvres-le-Chapitre,
